id,category,sentiment,tweet_text
2573,Borderlands,Negative,This cricket has been the worst hivemind of fandom I have done this more times than I would love to be better if the Tarzan level in Kingdom Hearts is as bad as Borderlands.
2573,Borderlands,Negative,This cricket was the worst hive of fandom I've done more times than I'd like to if the Tarzan level in Kingdom Hearts was as bad as Borderlands.
2573,Borderlands,Negative,That cricket was the worst fennel fennel I've done more times than I'd like if Tarzan's level in the Kingdom of Hearts was as bad as Borderlands's.
2573,Borderlands,Negative,This cricket has been the worst hivemind of fandom I have said this more times than I would love to be counting if the Tarzan level in Kingdom Hearts is as strong as Borderlands.
2573,Borderlands,Negative,This cricket has been dubbed the worst single hivemind of game fandom I have certainly done this more times more than I or would love to be better if the Tarzan level in Kingdom Hearts is as bad there as Borderlands.
2573,Borderlands,Negative,This cricket already been the worst hivemind for fandom who have done this more times than I would love to be better if the Tarzan level in Eight Hearts is as bad with mine.
5332,Hearthstone,Negative,Noah Nothing new today. New rank at Royal Hearthstone. I played CS like everyday. I played Cricket Clash against Royale like everyday. So I was played Brawl for Stars like almost everyday. Jesus God how my life is so sad and boring.
5492,Hearthstone,Irrelevant,"21 As of today, i'm no longer part of Cricket @gaming_divided. I thank the org and my own teammates @SMOrcBE @PoieszTristan @RutgerTummers and our dreadhead Team for making the very amazing times. Wishing every and single lucky one of them the best moving game forward!!!"
11618,Verizon,Negative,"So AT&T, Sprint, T-mobile and Cricket are giving wifi access and uncapping wifi data during this national crisis @verizon are no where to been found. I will think twice about having them fire my provider"
11908,Verizon,Negative,"BREAKING: Major Cell Outages & Issues Reported across US.. . @downdetector.  reporting problems with AT&T , Verizon, Sprint, Cricket, FB and FB messenger"
11908,Verizon,Negative,"BREAKING: Major cell outages & problems reported in U.S.... @ downdetector reporting problems with AT & T, Verizon, Sprint, Cricket, FB and FB Messenger"
11908,Verizon,Negative,"BREAKING: Major Cell Outages Among Issues Reported by Arizona. @downdetector.  reporting problems with AT&T, Verizon, Sprint, Cricket, FB and FB messenger"
11908,Verizon,Negative,"BREAKING : Major Cell Banking Outages & Issues be Reported across US... with @downdetector. reporting consumer problems with AT & t T, Verizon, Sprint, Cricket, Bell FB and HP FB by messenger"
11908,Verizon,Negative,"BREAKING: Major Cell Outages & Traffic Reported with Comcast... @downdetector. having problems with I&T, Verizon, Sprint, Cricket, FB and FB and"
6019,FIFA,Negative,Cricket Switzerland opens criminal case investigation against FIFA boss Henry Infantino scooplive. org / from switzerland - op â¦
6398,FIFA,Positive,Goosebumps! Was only 6 at the time! Some memories of watching this WC in @railwaycricket clubhouse bar...
6398,FIFA,Positive,Goosebumps! Back then I was only 6! Some memories of this World Cup in the clubhouse bar of railwaycricket...
6398,FIFA,Positive,Goosebumps! Was only 11 at the time! Some memories of watching this video in @railwaycricket clubhouse bar...
6398,FIFA,Positive,Goosebumps! Was she only 6 at the early time! Some memories comes of watching me this WC drive in @railwaycricket clubhouse bar...
6398,FIFA,Positive,Goosebumps! Was only 3 half the time! Have memories of watching this WC in @railwaycricket clubhouse still...
2466,Borderlands,Positive,I am here... With Samsung that is full of homeworks. Away from ps4 and Samsung that won't play fort. And have 1700... Want psycho. Will get him. I am borderlands and Overwatch fan and he is Psycho and Junkratt
2466,Borderlands,Positive,"I'm here... with Samsung, that's full of homework. Away from PS4 and Samsung that won't continue to play. And have 1700... want Psycho. Will get him. I'm a frontier commuter and Overwatch fan and he's Psycho and Junkratt"
2466,Borderlands,Positive,"I'm here... With Samsung, which is full of home affairs. Away from F4 and Samsung that won't play fort. And have 1700... Want psycho. Want him. I am borderlands and Overwatch fan and he is Psycho and Jratt"
2466,Borderlands,Positive,I am here... With Samsung that is full of homeworks. Away from ps4 and Samsung that we play fort. And have 1700... Want psycho. Will get paid. I am borderlands and Overwatch s and he is Psycho... Awesome
2466,Borderlands,Positive,Now I am happy here... With Samsung that is full lots of homeworks. Be Away from ps4 and of Samsung that is won't the play fort. And have the 1700... Want psycho. Will get him. I am borderlands and Overwatch and fan and he said is Psycho and Junkratt
2466,Borderlands,Positive,I am here... and Samsung like is full fucking homeworks. Phone from ps4 and Samsung that has't play fort. will have 1700... Want psycho. Will have me. I am borderlands and Overwatch fan and this is Psycho and Junkratt
9390,Overwatch,Irrelevant,The Best Way to Protect the Samsung Galaxy Note10+ buff.ly/2zkjIhU  . .  
9390,Overwatch,Irrelevant,The best way to protect the Samsung Galaxy Note10 + buff.ly / 2zkjIhU.
9390,Overwatch,Irrelevant,The best way to protect Samsung Galaxy Note10 + buff.ly / 2zkjU.
9390,Overwatch,Irrelevant,The Best Way to Protect the Samsung Galaxy Note10+ buff.ly/2zkjIhU <unk> }
9390,Overwatch,Irrelevant,2010 The Best Way Book to Protect On the Samsung Galaxy Pocket Note10 + is buff. ly / 2zkjIhU..
9390,Overwatch,Irrelevant,The Best Way to Protect HD Samsung Galaxy HD+ HD.ly/2zkjIhU..
9422,Overwatch,Irrelevant,The Best Way to Protect the Samsung Galaxy Note10+ buff.ly/2zkjIhU  . .  
9422,Overwatch,Irrelevant,The best way to protect the Samsung Galaxy Note10 + buff.ly / 2zkjIhU.
9422,Overwatch,Irrelevant,The best way to protect Samsung Galaxy Note10 + buff.ly / 2zkjU.
9422,Overwatch,Irrelevant,The Best Way to Protect the Samsung Galaxy Note10+ buff.ly/2zkjIhU <unk> ^
9422,Overwatch,Irrelevant,The Best Perfect Way to Protect All the Planet Samsung Galaxy Note10 + By buff. ly / The 2zkjIhU..
9422,Overwatch,Irrelevant,The Easy Way Till Protect the Samsung Galaxy Note10+ Insurance.ly/2zkjIhU..
13032,Xbox(Xseries),Positive,"<unk>.. No, the PS5 wonât score anywhere near the graphics the Samsung Wii Sport 7: The images prove it - NotebookCheck.net News notebookcheck.net/No-the-PS5-won..."
4495,Google,Negative,@SamsungMobileUS I opened @Google Streetview on my Samsung and next thing my phone screen stopped working properly till now. Can y'all please explain
4495,Google,Negative,@ SamsungMobileUS I opened @ Google Streetview on my Samsung and next thing I know my phone screen was not working properly.
4495,Google,Negative,@ SamMobileUS I opened @ Google Streetview on my Samsung and now my phone screen has stopped working properly.
4495,Google,Negative,@SamsungMobileUS I opened @Google Streetview on my Samsung the next thing my phone screen stopped working properly till yesterday. Should y'all please explain
4495,Google,Negative,@SamsungMobileUS I opened @Google Streetview on from my expensive Samsung tablet and next thing my phone screen stopped working properly till late now. I Can this y'all please explain
4495,Google,Negative,@SamsungMobileUS We opened @Google Streetview on my Samsung and next thing my phone screen continued playing properly till 9:30. Can y'all ever explain
4625,Google,Neutral,"Anonymous. I am using FOUAD version of Samsung's app. and unable for take backup in Google drive, may u Support the"
4726,Google,Neutral,"[Stupid, stupid, stupid! We'll let smarter, cheaper and faster rivals do this. @TCL @ONN] @Google, @Apple, @Amazon @Samsung @Sony Home-bound users fume as video apps do not sync with TVs. news.trust.org/item/202003252â¦"
4726,Google,Neutral,"[Stupid, stupid, stupid! We let smarter, cheaper and faster rivals do that. @ TCL @ ONN] @ Google, @ Apple, @ Amazon @ Samsung @ Sony Home-bound users smoke because video apps don't sync with televisions. news.trust.org / item / 202003252..."
4726,Google,Neutral,"[Stupid, stupid, stupid! We'll let it be smarter, cheaper, and faster competitors. @ TCL @ ONN] @ Google, @ Apple, @ Amazon @ Samsung @ Sony Home-bound users fume as video applications do not syncing with fresh."
4726,Google,Neutral,"[Stupid, stupid, stupid! We'll let smaller, cheaper if faster rivals do this. @TCL @ONN] @Google, @Apple, @Amazon @Samsung @Sony Tor-bound users fume as TOR services are not sync with Facebook. news.trust.org/item/202003252â¦"
4726,Google,Neutral,"[ 5 Stupid, stupid, stupid! We'da ll let smarter, cheaper and faster rivals do this. @TCL @ONN ] @Google, 2nd @Apple, @Amazon @Samsung 3 @Sony Home - bound internet users fume as many video apps do to not sync with TVs. www news. trust. and org / item / 1 202003252 â¦"
6525,Fortnite,Irrelevant,@trvisXX sorry i called you a black skin in fortnite battle royale on my samsung galaxy phone
6525,Fortnite,Irrelevant,@ trvisXX sorry for calling you black skin in the fortnightly Battle Royale on my Samsung Galaxy phone
6525,Fortnite,Irrelevant,@trvisXX sorry just called you a black skin in fortnite battle royale on ur samsung galaxy phone
6525,Fortnite,Irrelevant,@trvisXX sorry i called you an a black leather skin boy in fortnite a battle royale on my samsung da galaxy phone
6525,Fortnite,Irrelevant,@trvisXX sorry i called you on death skin in a battle die on my samsung galaxy phone
6641,Fortnite,Irrelevant,The Best Way to Protect the Samsung Galaxy Note10+ buff.ly/2zkjIhU  . .  
6641,Fortnite,Irrelevant,The best way to protect the Samsung Galaxy Note10 + buff.ly / 2zkjIhU.
6641,Fortnite,Irrelevant,The best way to protect Samsung Galaxy Note10 + buff.ly / 2zkjU.
6641,Fortnite,Irrelevant,The Best Way to Use the Samsung Galaxy Note10+ buff.ly/2zkjIhU <unk>.
6641,Fortnite,Irrelevant,2012 The Best Way Forward to Protect the Galaxy Samsung Galaxy Samsung Note10 + buff. ly / by 2zkjIhU..
8284,Microsoft,Positive,This is a great tool. I love the Samsung Electronics and Microsoft partnership! .  ttps://lnkd.in/gx-f-Zm lnkd.in/gBcHDGK
8284,Microsoft,Positive,I love the partnership between Samsung Electronics and Microsoft!. ttps: / / lnkd.in / gx-f-Zm lnkd.in / gBcHDGK
8284,Microsoft,Positive,This is a great tool. I like the Samsung-Microsoft partnership!. ttp: / / kinin / gx-f-Zm-kinin / gBcGK
8284,Microsoft,Positive,This just a simple tool. I love you Samsung Electronics / Microsoft partnership!.  ttps://lnkd.in/gx-f-Zm lnkd.in/gBcHDGK
8284,Microsoft,Positive,This one is still a great tool. I love the current Samsung Smart Electronics and Microsoft software partnership!. ttps : / / 12 lnkd. in / gx - f - 6 Zm of lnkd. in / 6 gBcHDGK
8284,Microsoft,Positive,Studio is a great tool. Also applaud the Samsung Film World Digital partnership!. ttps://lnkd.in/gx-f-Zm lnkd.in/gBcHDGK
8312,Microsoft,Negative,@Microsoft Why do I pay for WORD when it functions so poorly on my @SamsungUS Chromebook? . 
8312,Microsoft,Negative,@ Microsoft Why do I pay for WORD when it works so poorly on my @ SamsungUS Chromebook?.
8312,Microsoft,Negative,The @Microsoft Why do I not pay for WORD when when it functions like so fucking poorly on my @SamsungUS Chromebook?.
8312,Microsoft,Negative,@Microsoft what do I pay the WORD when English is so poorly on my @SamsungUS Chromebook?.
10105,PlayerUnknownsBattlegrounds(PUBG),Neutral,"Liked on YouTube: Samsung Galaxy Note10 Smartphones Unboxing - Fortnite Battle Royale, Minecraft, PUBG buff.ly/32au6p2 buff.ly/348B6of https://t.co/lbc4oQdMci"
10105,PlayerUnknownsBattlegrounds(PUBG),Neutral,"Popular on YouTube: Samsung Galaxy Note10 Smartphones Unboxing - Fortnite Battle Royale, Minecraft, PUBG buff.ly / 32au6p2 buff.ly / 348B6of https: / / t.co / lbc4oQdMci"
10105,PlayerUnknownsBattlegrounds(PUBG),Neutral,"Liked on YouTube: Samsung Galaxy Note10, Unboxing - Battle Royale, Minecraft, PUBG buff.ly / 32au6p2 buff.ly / 348B6of"
10105,PlayerUnknownsBattlegrounds(PUBG),Neutral,"Liked on Instagram: Samsung Mi Note10 Smartphones Unboxing + Fortnite Battle Royale, Minecraft, video buff.ly/32au6p2 buff.ly/348B6of https://t.co/lbc4oQdMci]"
10105,PlayerUnknownsBattlegrounds(PUBG),Neutral,"Liked in on... YouTube : Samsung Galaxy Note10 Smartphones TV Unboxing - Fortnite The Battle Prize Royale, Minecraft, PUBG B buff. ly / 32au6p2 HD buff. z ly / 8 348B6of 1 https://t.co/lbc4oQdMci ]"
10105,PlayerUnknownsBattlegrounds(PUBG),Neutral,"Liked on YouTube: Samsung Galaxy Samsung Special Unboxing - Star Court Royale, Minecraft, PUBG Review.ly/32au6p2 review.ly/348B6of<unk>]"
11658,Verizon,Neutral,Samsung Electronics Wins $6.6 Billion Verizon Order For NetworkÂ Equipment rwinkle.com/2020/09/07/samâ¦
11658,Verizon,Neutral,Samsung Electronics wins $6.6 billion Verizon contract for network equipment rwinkle.com / 2020 / 09 / 07 / sam...
11658,Verizon,Neutral,Samsung wins $6.6 billion from Verizon in order for network equipment rwind.com / 2020 / 09 / 07 /...
11658,Verizon,Neutral,Samsung Electronics Wins $6.6 Billion Verizon Order from Nokia rwinkle.com/2020/09/07/samâ¦
11658,Verizon,Neutral,Samsung Consumer Electronics Wins $ 6. 6 Billion for Verizon Order For Network and Equipment rwinkle. com / 2020 / 09 / 31 07 / 2011 sam â¦
11917,Verizon,Neutral,"There's times when I miss the old no-cell-phone days.. . Could leave the house & ACKSHULLY leave the f'n house, and get away from everything & everybody for a while.. . Now - Verizon/Samsung Prison - 24/7.. . Ma Bell never contacted my ass on the road... . I like a cord on a dam phone.!"
11917,Verizon,Neutral,There are times when I miss the old days without a cell phone... I could leave the house and leave the f'n house ACKSHULLY and get away from everything and everyone for a while... Now - Verizon / Samsung Prison - 24 / 7... Ma Bell never contacted my ass on the street... I like a cable on the dam phone.
11917,Verizon,Neutral,"There's times when I miss the old no-cell-phone days... Could leave the house & ACKSHULLY leave the f'n house, and get away from everything & everyone for a while... Now - Verizon / Samsung Prison - 24 / 7... Ma Bell never contact my ass on the road.... I like a cord on a dam phone.!"
11917,Verizon,Neutral,"There's times when you treasure the old no-cell-phone days... Could leave the house & ACKSHULLY leave the f'n house, and walked away from everything & anywhere in a while.. â¦ Now - Verizon/Samsung Prison - 25/7... Ma Bell never contacted my ass on the road.... I like a cord on a dam phone.!"
11917,Verizon,Neutral,"There's times when I miss the boring old no - charge cell - cell phone days... Could 2 leave the house & ACKSHULLY leave the f'n house, somehow and get away from everything & everybody for such a while... Now - Verizon / Samsung Prison - 24 / 7... Ma Bell never contacted my ass yesterday on really the road.... I like a cord on a fucking dam wall phone.!"
11917,Verizon,Neutral,"those's times when I miss out good no-cell-phone time... Just leave the house & ACKSHULLY leave the f'n house, Just get away v someone & everything for a while... Now - Verizon/Samsung Prison - 24/7... Ma Bell never contacted my ass in the road.... I like a cord on a dam phone.!"
6824,johnson&johnson,Neutral,"China Closes Foxconn, Johnson & Johnson, And Samsung Factories Amid Virus Outbreak truepundit.com/china-closes-fâ¦"
6824,johnson&johnson,Neutral,"China shuts down Foxconn, Johnson & Johnson and Samsung factories amid virus outbreak truepundit.com / china-closes-f..."
6824,johnson&johnson,Neutral,"China closes Foxconn, Johnson & Johnson, and Samsung Factories Amid..."
6824,johnson&johnson,Neutral,"China Close Foxconn, Johnson & Johnson, And Samsung Factories Amid Virus Roundup 101.com/china-closes-fâ¦"
6824,johnson&johnson,Neutral,"China Medical Closes Foxconn, South Johnson & West Johnson, China And Samsung Factories to Amid Virus Outbreak truepundit. via com / Sino china - closes - f â¦"
6824,johnson&johnson,Neutral,"China Value Foxconn, Johnson & Reed, Buy Samsung Factories Patent Virus at truepundit.com/china-closes-f..."
6828,johnson&johnson,Neutral,"China Closes Foxconn, Johnson & Johnson, And Samsung Factories Amid Virus Outbreak activistpost.com/2020/01/china-â¦ via @activistpost"
6828,johnson&johnson,Neutral,"China to close Foxconn, Johnson & Johnson and Samsung factories amid virus outbreak activistpost.com / 2020 / 01 / china-... via @ activistpost"
6828,johnson&johnson,Neutral,"China shuts down Foxconn, Johnson & Johnson and Samsung Factories Mid Outbreak activistpost.com / 2020 / 01 / china-... via @ activistpost"
6828,johnson&johnson,Neutral,"Beijing China Silicon Closes Foxconn, Sony Johnson & Johnson, Google And Samsung Noise Factories Amid Chemical Virus Outbreak At activistpost. or com / 2020 / 01 / china - â¦ via @activistpost"
6828,johnson&johnson,Neutral,"China Closes Foxconn, Blair and Brown, And Samsung Take China Virus Outbreak activistpost.com/2020/01/china-... via via"
6999,johnson&johnson,Neutral,"China ClosesÂ Foxconn, Johnson & Johnson, And Samsung Factories Amid Virus OutbreakÂ  libertarianhub.com/2020/01/27/chiâ¦ https://t.co/cLTmh7bC2m"
6999,johnson&johnson,Neutral,"China shuts factories of Foxconn, Johnson & Johnson and Samsung amid virus outbreak libertarianhub.com / 2020 / 01 / 27 / chi... https: / / t.co / cLTmh7bC2m"
6999,johnson&johnson,Neutral,"China closes Foxconn, Johnson & Johnson and Samsung Factories Mid Outbreak libertarianhub.com / 2020 / 01 / 27 / chi..."
6999,johnson&johnson,Neutral,"China Tobacco, Dow & Johnson, And Samsung Factories Following Virus OutbreakÂ  libertarianhub.com/2020/01/27/chiâ¦ https://t.co/cLTmh7bC2m]"
6999,johnson&johnson,Neutral,"China Closes to Foxconn, Johnson & Mead Johnson, Denver And Beyond Samsung Factories have Amid China Virus Outbreak libertarianhub. com / May 2020 / 01 / April 27 / chi â¦ or https://t.co/cLTmh7bC2m ]"
6999,johnson&johnson,Neutral,"Buy Yahoo Facebook, Johnson But Johnson, And Samsung Factories Cancer Virus by libertarianhub.com/2020/01/27/chi... https://t.co/cLTmh7bC2m]"
8999,Nvidia,Irrelevant,i really regret buying a motherboard from Samsung after the shady shit they've pulled recently
9059,Nvidia,Positive,more picture of Samsung. The Folding@Home distributed folder network has automatic CUDA support. watchbha.xyz/another-succes...
9075,Nvidia,Positive,Samsung is guilty of copying NVIDIA
9075,Nvidia,Positive,Samsung guilty of copying NVIDIA
9075,Nvidia,Positive,Samsung guilty of copying NVIDIA
9075,Nvidia,Positive,Samsung is wary of copying NVIDIA
9075,Nvidia,Positive,Samsung is still guilty of the copying NVIDIA
4043,CS-GO,Positive,. CSGO.  MM crazy rounds! twitch.tv/hitmanstylez
4043,CS-GO,Positive,CSGO. MM crazy rounds! twitch.tv / hitmanstylez
4043,CS-GO,Positive,. CSGO.  MM crazy rounds! twitch.tv/hitmanstylez
4043,CS-GO,Positive,... . CSGO.  MM crazy rounds! twitch.tv/hitmanstylez
6080,FIFA,Negative,YEAH BOIIIIIIIII 99 Messi AND 99 Ronaldo... Shame it is the very end of the game cycle!. 
6080,FIFA,Negative,YEAH BOIIIIIIII 99 Messi AND 99 Ronaldo... Too bad it is the end of the game cycle!.
6080,FIFA,Negative,YEAH BOIIIIIIIII 99 Messi and 99 Ronaldo... It is a shame that this is the very end of the game cycle!.
6080,FIFA,Negative,YEAH BOIIIIIIIII 99 * AND 99 Ronaldo... Shame it is the very end of their game cycle!.
6080,FIFA,Negative,AND YEAH IS BOIIIIIIIII 99 Messi AND 99 Ronaldo... Shame as it is the very basic end moment of the game play cycle!.
6080,FIFA,Negative,YEAH BOIIIIIIIII 13 99 87 99 Ronaldo... Shame it happened the very end of the game cycle!.
6154,FIFA,Irrelevant,Career trophies : . Messi :36. Ronaldo:29. . Golden boots:. Messi: 6. Ronaldo:4. . Messi is top goal scorer and top assist In la liga. . League titles:. Messi:6. Ronaldo:4. . Messi FIFA world player of the year:6. . Messi 1000 goal and assist contribution at 32.. .  
6154,FIFA,Irrelevant,Career trophies:. Messi: 36. Ronaldo: 29. Golden Boots:. Messi: 6. Ronaldo: 4. Messi is top scorer and top assistant in the league.. League titles:. Messi: 6. Ronaldo: 4. Messi FIFA World Player of the Year: 6. Messi 1000 goal and assist contribution at 32...
6154,FIFA,Irrelevant,"Trophies Career:. Messi: 36. Ronaldo: 29.. Golden Boots:. Messi: 6. Ronaldo: 4.. Messi is the top scorer and best assistant in La Liga.. League titles:. Messi: 6. Ronaldo: 4.. Messi FIFA Player of the Year: 6.. Messi 1,000 goals and assists in 32..."
6154,FIFA,Irrelevant,Career trophies : Juan Messi 1. Ronaldo:29.. Golden Cups:. Messi: 14. Ronaldo:4.. Messi is top goal scorer and top assist In la liga. Gold Slam titles:. Jorge:6. Ronaldo:4.. Messi FIFA world player of the year:6.. Messi 1000 goal and assist contribution at 32...
6154,FIFA,Irrelevant,Career club trophies :. Messi : 36. Ronaldo : 29.. Golden coloured boots :. Lorenzo Messi : 6. Ronaldo : 4.. Messi is named top goal scorer and top assist In la liga.. League club titles :. Messi : 6. Ronaldo : 4.. Football Messi FIFA world player of the year : at 6.. Messi 1000 goal scoring and assist assists contribution list at 32...
6154,FIFA,Irrelevant,Career trophies :. Messi :36. Suarez:29.. Golden caps:. Messi: 1. Ronaldo:4.. Messi 2008 top goal scorer and top assist for la liga.. League titles:. Chelsea:6. Arsenal:4.. Messi FIFA world player for the sport:6.. Messi 1000 goal and assist stands at 32...
6377,FIFA,Negative,The kid who sent vile racist abuse to Ian Wright apparently did so because he packed Wrighty and not Ronaldo in an SBC on @EASPORTSFIFA . You know and also being a massive racist underneath.. . It is no surprise however that what brought it to the surface is FIFA.
6377,FIFA,Negative,"The kid who sent vile racist abuse to Ian Wright apparently did so because he put Wrighty, not Ronaldo, in a SBC on @ EASPORTSFIFA. You know, he's a massive racist too... but it's no surprise that what has brought him to the surface is FIFA."
6377,FIFA,Negative,"The kid who sent a disgusting racist rant at Ian Wright must have done it because he packed, not Ronaldo, into the SBC at @ EASPORTSFIFA. You know, and being a massive racist underneath... No wonder, however, that what brought this to the surface is FIFA."
6377,FIFA,Negative,The kid who sent vile racist abuse to Ian Wright apparently did so because he packed Wrighty and not Ronaldo performing an SBC on @EASPORTSFIFA. You know about also being a bloody racist underneath... It is no loss however knowing what brought it to the surface is FIFA.
6377,FIFA,Negative,The kid who sent vile racist abuse to Ian Wright apparently did doing so because he packed Wrighty about and not allow Ronaldo in making an SBC appearance on @EASPORTSFIFA. You know why and also being to a massive former racist underneath... It is no surprise however that what brought it to onto the surface which is FIFA.
6377,FIFA,Negative,The player who sent vile racist abuse to Ian Wright apparently doing so because he packed Wrighty and not Ronaldo on his SBC branded @EASPORTSFIFA. You know and also being that massive racist underneath... It is no surprise however where what brought them to a surface is FIFA.
6832,johnson&johnson,Positive,Imagine Johnson & Johnson (Sudafed) would be too happy about this either. Now imagine Messi & Ronaldo playing in a same team
6832,johnson&johnson,Positive,"Imagine if Johnson & Johnson (Sudafed) were happy about that, too, and now imagine Messi & Ronaldo playing in the same team."
210,Amazon,Negative,"why is technology so hard to not find shit online on amazon, I want buy shit but I refuse to buy through amazon. I made a coffee mishap cause I need a new kettle, but you could go to irl store fronts that, urggg no its not a problem really, just think that avoiding amazon is so hard"
303,Amazon,Negative,"Microsoft (Amazon and IBM)bans police from using facial recognition software, but it will sell the same software (if they could) to Saudia Arabia, China, and other police states.. washingtonpost.com/technology/202â¦"
303,Amazon,Negative,"Microsoft (Amazon and IBM) bans police from using facial recognition software, but it will sell the same software (if it could) to Saudi Arabia, China and other police states.. washingtonpost.com / technology / 202..."
303,Amazon,Negative,"Microsoft (Amazon and IBM) prohibits the police from using facial recognition software, but it will sell the same software (if it can) to Saudi Arabia, China and other police states.. washingtonpost.com / technology / 202..."
303,Amazon,Negative,"Microsoft Services and IBM)bans police actions using facial recognition software, but it already sell the same tech (if they could) to Saudia Arabia, China, and other police states.. washingtonpost.com/technology/202â¦"
303,Amazon,Negative,"Microsoft ( Amazon and IBM ) also bans Muslim police from using facial recognition training software, but it will sell the same safe software ( if they could ) to Saudia Arabia, China, Syria and into other Arab police states.. washingtonpost. de com / the technology / 202 days â¦"
303,Amazon,Negative,"Microsoft (Amazon and Microsoft)bans police from US video recognition software, but they will sell other same software (if they could) to South Arabia, China, over other police worldwide.. washingtonpost.com/technology/202..."
12851,Xbox(Xseries),Neutral,"Holy shit. I am so blown away by the technology in Xbox Series X, as shown by this excellent video by @digitalfoundry but then I realize the Xbox has so few exclusives, and then thereâs few I like... reality comes crashing down hard.... youtu.be/qcY4nRHapmE"
12851,Xbox(Xseries),Neutral,"Holy shit. I'm so overwhelmed by the technology of the Xbox Series X, as this excellent video from @ digitalfoundry shows, but then I realize that the Xbox has so little exclusivity, and then there are few I like... reality collapses hard.... youtu.be / qcY4nRHapmE"
12851,Xbox(Xseries),Neutral,"Holy crap. I'm so blown away by the technology in Xbox Series X, as this great video from @ digfoundry shows, but then I realize that Xbox has so few exclusives, and then not much I like... the reality is falling apart... youtu.be / qcY4nRHappmE"
12851,Xbox(Xseries),Neutral,"Holy shit. I am so blown out by the technology in Xbox Series X, as shown above this new video by @digitalfoundry but then I realized the Xbox has so few exclusives, because then thereâs few I like... reality come crashing down hard.... youtu.be/qcY4nRHapmE"
12851,Xbox(Xseries),Neutral,"Holy shit. I am so blown away by the technology in its Xbox Collection Series X, as shown by this excellent photography video by Bill @digitalfoundry but then I realize the Xbox has so few online exclusives, but and then maybe there really â s few I should like... reality comes crashing down hard.... youtu. be / x qcY4nRHapmE"
12851,Xbox(Xseries),Neutral,"Holy shit. I am so blown away by the technology within Arena Series X, proudly shown via this excellent review by @digitalfoundry but then I realize the Xbox is really few exclusives, back then so few I like... reality comes crashing down because.... youtu.be/qcY4nRHapmE"
12865,Xbox(Xseries),Positive,"For me, as a technology enthusiast, it's the potential of DXR and VRS with an RDNA2 12TF graphics processor."
12876,Xbox(Xseries),Neutral,"BBC News - Halo Infinite Xbox Series X trailer divides fans bbc.co.uk / news / technology... However, some gamers have expressed disappointment on social media with the quality of the graphics shown in the demo."
12957,Xbox(Xseries),Irrelevant,The FULL discountgadgets.co.uk Consumer Technology Daily! paper.li/discountgadgetâ¦ Thanks to @VandijConsult @z4mp1 â
13090,Xbox(Xseries),Neutral,"The LATEST on Kickstarter, for all the game technology fans out there! Fantastic video and good work @JezCorden. .. Support our video guys!. Video Hands-on: Project xCloud and Xbox Game Streaming app of PC youtu.be/SiJQ95Ch6Hk https://t.co/uhHy6JLCgg]"
12475,WorldOfCraft,Positive,"Well, extra heavy leech and haste Meta was fun while it lasted, but after I'm sure glad more chaotic transformation technology is coming with us as a baseline. ( 7 Hopefully Warrior and other Rogue Power mains / Guardian purists will have a chill pill session now.. )"
12500,WorldOfCraft,Positive,This amazing demonstration by @Blizzard_Ent shows all the technology to experience in the Age of N'Zoth expansion!. .  media.com/news=306796/viâ¦ via @Wowhead
12612,WorldOfCraft,Positive,"If they made a movie with the same technology as their cinematics, they would start an epic movie franchise that would last for a long ass time."
12612,WorldOfCraft,Positive,"If they made a film with the same technology as their cinematography, they would start an epic series that would last a long time."
12612,WorldOfCraft,Positive,"If they had made a film using the same technology as their cinema, they would have launched an epic film franchise that would have lasted a long time."
