id,category,sentiment,tweet_text
12612,WorldOfCraft,Positive,"If they made a movie with the existing technology as their cinematics, they would start an epic movie franchise that would continue for a live ass time."
12612,WorldOfCraft,Positive,"If they only made a movie with the same technology as on their film cinematics, they would start an epic movie or franchise that really would last for a long ass chewing time."
12660,WorldOfCraft,Irrelevant,"This is a really cool read, and is a great new example of why I â about m a gamer. Gaming can automatically delve into so many everyday social, economic, philosophical and biological related issues and most people don â and t even realize it. Even some technology companies use their VR for trainings now."
29,Amazon,Neutral,Google One hundred of the 10 most popular deals at Apple Amazon today was on the original Garmin Forerunner 645 which is still under $ 220 - amzn. to / kg 3147hFA..
81,Amazon,Neutral,"Amazon Best Sellers : Best 2 in 1 Laptop Open Computers.. Acer or Spin II 11 to 2 - in - 1 Convertible 11. 6 "" Media HD on Touchscreen on WLED - Backlit Chromebook, Intel Celeron N3350 Processor, 4GB Memory, 32GB eMMC, Bluetooth, Apple WiFi, Webcam, Google Android Chrome OS OS, Obsidian Black.. â¦ ift. tt / 2S0OdDA"
92,Amazon,Neutral,Google and Apple remain incapable of challenging Amazonâs smart speakerÂ dominance tech.dsmenders.com/google-and-appâ¦ https://t.co/QtzaFAcgKu
92,Amazon,Neutral,Google and Apple continue to be unable to challenge Amazon's dominance in smart speakers tech.dsmenders.com / google-and-app... https: / / t.co / QtzaFAcgKu
92,Amazon,Neutral,Google and Apple remain unable to challenge Amazon's dominance in the field of smart speakers tech.menders.com / google-and-app...
92,Amazon,Neutral,Google and Apple remain mum on challenging Amazonâs smart speakerÂ dominance tech.dsmenders.com/google-and-appâ¦ 1]
92,Amazon,Neutral,because Google Earth and Big Apple currently remain incapable of challenging Amazon lines â Amazon s smart speaker dominance tech. dsmenders. com / google - and - app â¦... https://t.co/QtzaFAcgKu ]
136,Amazon,Negative,"fyi, your algorithms are failing to award credit. . Despite the actual credit that I have, because I have never subjugated myself to the system. . Amazon won't even lend me $$ at 27%. Think about that!. . Apple won't either. . Everyone already knows @Equifax is compromised, so . ð¤. ð¤³. ð¤·. â.  pic.twitter.com/1tNmB1pVOW"
136,Amazon,Negative,"fyi, your algorithms fail in lending.. Despite the actual credit I have because I never submitted to the system.. Amazon won't even lend me $$$to 27%. Think about it!.. Apple won't either... Everyone already knows that @ Equifax is compromised, so.... pic.twitter.com / 1tNmB1pVOW"
136,Amazon,Negative,"Think about it!... Apple won't give either.... Everyone already knows that @ Equifax is a kompromat, so..... pic.factNmB1pVOW..........................................................................."
136,Amazon,Negative,"fyi, your algorithms are failing to award credit. . Despite the actual credit that I have, because I have never subjugated myself to the system. . Amazon won't even lend me $$ at 27%. Think about that!. . Apple won't either. . Everyone already knows RhandlerR is compromised, so . ð¤. ð¤³. ð¤·. â.  pic.twitter.com/1tNmB1pVOW"
136,Amazon,Negative,"and fyi, your algorithms are failing to award credit. . Despite the actual credit that I have, because I have never subjugated myself to the system. . Amazon won't even lend me $$ at 27%. Think about that!. . Apple won't either. . Everyone already knows RhandlerR is compromised, so . ð¤. ð¤³. ð¤·. â.  pic.twitter.com/1tNmB1pVOW"
193,Amazon,Neutral,"PERFECT QUESTIONS -------------. . Amazon, Apple will all go down when we have a big bear market:  Jim Rogers ecoti.in/UN4Osb via @economictimes"
193,Amazon,Neutral,"PERFECT QUESTIONS -------------.. Amazon, Apple will all perish if we have a big bear market: Jim Rogers / UN4Osb via @ economictimes"
193,Amazon,Neutral,"PERFECT QUESTIONS -------... Amazon, Apple all fall when we have a big bear market: Jim Rogers ecoti.in / UN4Osb via @ ctimes"
193,Amazon,Neutral,"PERFECT QUESTIONS -------------.. Amazon, Apple We all get down when we see a big bear Macro:  Jim Rogers ecoti.in/UN4Osb via @economictimes"
193,Amazon,Neutral,"PERFECT 3 QUESTIONS - - - - - - - - - - - - -.. Amazon, Apple will all likely go way down when we truly have reached a bigger big bear market : by Jim Rogers ecoti. and in / u UN4Osb via William @economictimes"
193,Amazon,Neutral,"PERFECT QUESTIONS -------------.. Amazon, Apple will always come down after they experience our big bear market: Jim Palmer via.in/UN4Osb via @economictimes"
196,Amazon,Negative,Between apple & amazon ion know who the worst when it comes to taking my damn money
196,Amazon,Negative,Between Apple and Amazon ions know who's worst when it comes to taking my damn money
10222,PlayerUnknownsBattlegrounds(PUBG),Negative,There is a bug from Survivor season 3 that makes the game settings reset and if even the private internet link got disconnected mid game.. And well it has still exists on till now in ps4.. I'm uninstalling about this shit game if this has happend one more time... @PUBG. @PLAYERUNKNOWN
3241,Facebook,Irrelevant,Watch a recording on Facebook of last nightâs excellent  . . âSenator Ed Markey - Survivors of the coronavirus show symptoms of ME/CFSâ  . . facebook.com/EdMarkeyforMA/â¦
3241,Facebook,Irrelevant,"""Senator Ed Markey - Survivors of Coronavirus Show Symptoms of ME / CFS."" facebook.com / EdMarkeyforMA /..."
3241,Facebook,Irrelevant,Watch original recording on Facebook of last nightâs excellent .. âSenator Ed Markey â Survivors through the flooding show symptoms of HF/CFSâ .. facebook.com/EdMarkeyforMA/â¦
3241,Facebook,Irrelevant,you Watch a recording from on My Facebook of last night â it s the excellent.. â Former Senator in Ed Markey - Survivors of the coronavirus show symptoms of multiple ME / CFS and â.. facebook. com / 2018 EdMarkeyforMA / â¦
3241,Facebook,Irrelevant,Watch every recording on Facebook for last month excellent.. About Ed Markey - Survivors of rogue coronavirus at recovery of ME/CFSâ.. at.com/EdMarkeyforMA/...
2698,Borderlands,Neutral,Borderlands 3: Was the Season Pass Worth It? | Game Rant ift.tt/3hP02GU  
2698,Borderlands,Neutral,Borderlands 3: Was the season ticket worth it? | Game Rant ift.tt / 3hP02GU
2698,Borderlands,Neutral,Borderlands 3: Was This Season Pass Worth It? | Game Rant ap.tt/3hP02GU
2698,Borderlands,Neutral,Borderlands Book 3 : How Was the Short Season Pass Worth It? | Game Rant ift. co tt / http 3hP02GU
2698,Borderlands,Neutral,Borderlands 3: Make the Season Pass Worth<unk>? | Game Rant 2011.tt/3hP02GU
2757,Borderlands,Negative,@Borderlands @GearboxOfficial @DuvalMagic @ProdigyXL . This doesnât look right. At all. Why am I just noticing this now? Shouldnât the payouts be better in M4? Or are these typos. pic.twitter.com/ZyFAPOihPy
2757,Borderlands,Negative,@ Borderlands @ GearboxOfficial @ DuvalMagic @ ProdigyXL. That doesn't look right. At all. Why am I noticing this right now? Shouldn't the payouts in M4 be better? Or is it typos. pic.twitter.com / ZyFAPOihPy
2757,Borderlands,Negative,RhandlerR RhandlerR RhandlerR RhandlerR . This doesnât look right. At all. Why am I just noticing this now? Shouldnât the payouts be better in M4? Or are these typos. pic.twitter.com/ZyFAPOihPy
2757,Borderlands,Negative,R RhandlerR RhandlerR RhandlerR RhandlerR . This doesnât look right. At all. Why am I just noticing this now? Shouldnât the payouts be better in M4? Or are these typos. pic.twitter.com/ZyFAPOihPy
2788,Borderlands,Neutral,Scumbag CEO Randy Pitchford Screws Gearbox Devs On Bonuses Despite Borderlands 3 Success ama.mobi/watch.php?vid=â¦
2788,Borderlands,Neutral,Scumbag CEO Randy Pitchford screws gear devs on bonuses despite Borderlands 3 success ama.mobi / watch.php? vid =...
2788,Borderlands,Neutral,Scumbag CEO Randy Pitchford Screws Gearbox Devs On Bonuses Desert Borderlands 3 Success ama.mobi / watch.php? vid =...
2788,Borderlands,Neutral,Scumbag CEO Randy Jones Screws Gearbox Prices On Bonuses Despite Borderlands 3 Success create.mobi/watch.php?vid=â¦
2788,Borderlands,Neutral,Scumbag CEO Randy Ben Pitchford 2016 Screws Gearbox Devs On Track Bonuses Despite Being Borderlands Tier 3 Success ama. mobi / 2016 watch. php? vid = 16 â¦
2788,Borderlands,Neutral,Fox CEO Randy Pitchford Screws Tennis Score for Bonuses Despite Borderlands Drive By ama.mobi/watch.php?vid=...
1742,CallOfDutyBlackopsColdWar,Positive,NICE MAN @ATVIAssist @Activision @Treyarch @TreyarchPC @DavidVonderhaar @Tony_Flame  
1742,CallOfDutyBlackopsColdWar,Positive,NICE MAN @ ATVIAssist @ Activision @ Treyarch @ TreyarchPC @ DavidVonderhaar @ Tony _ Flame
1742,CallOfDutyBlackopsColdWar,Positive,NICE MAN @ ATVIAssist @ Absvision @ Treyarch @ TreyarchPC @ Davidderhaar @ Tony _ Flame
1742,CallOfDutyBlackopsColdWar,Positive,NICE MAN OS @ATVIAssist @Activision @Treyarch @TreyarchPC 5
1742,CallOfDutyBlackopsColdWar,Positive,NICE MAN MG @ATVIAssist V @Activision J @Treyarch PS @TreyarchPC SR @DavidVonderhaar @Tony_Flame
2416,Borderlands,Neutral,I hate that this easy mayhem modifier event on mayhem wonât last forever. this is the most fun iâve had in the game since they added them horrible modifiers. @Borderlands please give me the option to play mayhem 10 but turn the modifiers off PLS
2416,Borderlands,Neutral,I hate that this simple Chaos Modifier event on Chaos won't last forever. That's the most fun I've had in the game since they added terrible modifiers. @ Borderlands please give me the option to play Chaos 10 but turn off the modifiers.
2416,Borderlands,Neutral,I hate that this easy mayhem modifier event on mayhem won't last forever. this is the most fun i've had in the game since they added them horrible modifiers. @ Borderlands please give me the option to play mayhem 10 but turn the modifiers off PLS
2416,Borderlands,Neutral,I hate saying this easy day 9 event on mayhem wonât last forever. this is the most fun iâve had in the game since they added them horrible modifiers. @Borderlands please give me some ability to play mayhem 10 but turn the modifiers off PLS
2416,Borderlands,Neutral,I hate thinking that this easy mayhem modifier event on total mayhem won â t last forever. this is the absolutely most ridiculous fun experience i â ve had in the game almost since... they added them horrible modifiers. @Borderlands please do give me the option option to a play mayhem 10 but turn the modifiers off PLS
2416,Borderlands,Neutral,I hate that this easy horrible modifier event on game 10 last forever. That is the best fun iâve taken in the past until they added them horrible modifiers. @Borderlands please send me the option to play mayhem 10 but turn the modifiers for PLS
2437,Borderlands,Negative,@Borderlands something seems very broken with M10 drop rates. Constantly dropping less lot than lower mayhem levels. How is this possible with a +2500% loot modifier on. I swear I'm seeing more greens and blues than anything on boss kills.
2437,Borderlands,Negative,@ Borderlands something seems very broken with M10 drop rates. Constantly falling less than lower chaos levels. How is this possible when a + 2500% loot modifier is on. I swear I see more greens and blues than anything on boss kills.
2437,Borderlands,Negative,@ Borderlands something seems very broken with the M10 drop rate. Constantly falling less than the lower levels of mayhem. As possible with the +% production modifier.
2437,Borderlands,Negative,@Borderlands something seems kinda broken with M10 drop rates. Constantly pushing less lot than normal mayhem levels. How is this possible with a +2500% loot modifier on. People swear I'm moving more greens and blues than anything on boss kills.
2437,Borderlands,Negative,2 @Borderlands something seems very broken with M10 drop recovery rates. Constantly dropping seems less lot than lower mayhem levels. 3 How fast is this possible with a + 2500 % loot modifier next on. 1 I swear I'm actually seeing... more greens and blues now than anything on boss kills.
2437,Borderlands,Negative,@Borderlands something seems very broken with M10 drop rates. Constantly dropping less gold from lower amounts here. How is this worked with your +2500% loot modifier on.<unk> swear I'm seeing more greens over blues than anything on boss kills.
2453,Borderlands,Positive,"This April patch + mini DLC for Borderlands 3 is amazing. The events, the new difficulty modifiers, the ramp up in gear stats, all combine to make the game fresh yet again."
2453,Borderlands,Positive,"This April patch + mini DLC for Borderlands 3 is amazing, the events, the new difficulty modifiers, the extra gear stats make the game fresh once again."
2453,Borderlands,Positive,"This April patch + mini DLC for Borderlands 3 is amazing. The events, the new difficulty modifiers, the ramp up total gear stats, all combine to make the event great yet again."
2453,Borderlands,Positive,"This latest April patch + mini DLC for Ultimate Borderlands Online 3 is amazing. The story events, the brand new level difficulty modifiers, the ramp to up power in gear stats, all combine to make the game fresh yet again."
2453,Borderlands,Positive,"The April patch + mini DLC for Borderlands 3 is amazing. The events, the new difficulty modifiers, the ramp up<unk> gear stats, and combine a make my game fresh fun again."
2516,Borderlands,Neutral,"âBorderlands 3â Turned Its Mayhem Modifiers Back On, And That Was A Mistake ie.jobwx.eu/Rg2956"
2516,Borderlands,Neutral,"""Borderlands 3"" turned on its mayhem modifiers again, and that was a mistake ie.jobwx.eu / Rg2956"
2516,Borderlands,Neutral,"""Borderlands 3"" turned on the Mayhem modifiers, and it was a mistake."
2516,Borderlands,Neutral,"âBorderlands 3â Putting Its Mayhem Modifiers Back On, And That Sounds Huge Mistake ie.jobwx.eu/Rg2956"
2516,Borderlands,Neutral,"â Borderlands 3 The â Turned Its Skin Mayhem Best Modifiers Come Back On, And Me That Was Only A Mistake ie. free jobwx. eu / Rg2956"
1965,CallOfDutyBlackopsColdWar,Neutral,"The Black Ops Cold War campaign has been revised several times, so many missions have been revised / modified / cancelled, the original script had nothing to do with Black Ops at all, and they threw it all in after Treyarch took command."
232,Amazon,Negative,@narendramodi @PMOIndia Please help me  . .  Twitter Reminder No.21
232,Amazon,Negative,@ narendramodi @ PMOIndia Please help me.. Twitter Reminder No.21
232,Amazon,Negative,@ narendramodi @ PMOIndia Please help...
232,Amazon,Negative,@narendramodi - Please help me ..  Twitter Reminder No.21
232,Amazon,Negative,Always @narendramodi Please @PMOIndia Please better help me.. Twitter Dear Reminder No. 21
232,Amazon,Negative,@narendramodi @PMOIndia Please add me.. Twitter accounts and.21
4025,CS-GO,Negative,"So I thought the modified shader would cause everyone to see about Mollies? Because a guy in Wingman abused the shit out of her every round and I couldn't see him on my screen once, wtf that's that shit @ CSGO"
4684,Google,Neutral,@narendramodi  i am unable to download aarogya setu app on Google Play Store.
4684,Google,Neutral,@ narendramodi I am not able to download aarogya setu app from the Google Play Store.
4684,Google,Neutral,@ narendramodi i i am unable to download agya setu app on Google Play Store.
4684,Google,Neutral,@narendramodi  i i unable to download aarogya setu app on Google Net Store.
4684,Google,Neutral,For @narendramodi i will am unable to exclusively download aarogya 2 setu app on Google Play Store.
4684,Google,Neutral,@narendramodi i have unable it download aarogya setu c on Google Play Store.
731,ApexLegends,Irrelevant,HAVE YOU EVER TRIED YUMMY FILIPINOS!? |SPANISH TYPICALS youtu.be/uCFbVFvMODI via @YouTube  
731,ApexLegends,Irrelevant,HAVE YOVER TRIED YUMMY FILIPINOS!? | SPANISH TYPICALS youtu.be / uCFbVFvMODI via @ YouTube
731,ApexLegends,Irrelevant,HAVE YOU EVER TROD YOMY FILIPINOS!?? SPANISH TYPICALS youtu.be / uCFbVFvMODI via @ YouTube
731,ApexLegends,Irrelevant,HAVE U NEVER TRIED YUMMY FILIPINOS!? |SPANISH Y youtu.be/uCFbVFvMODI via @YouTube
731,ApexLegends,Irrelevant,AND HAVE IF YOU EVER TRIED ONE YUMMY OR FILIPINOS!? | IF SPANISH YOU TYPICALS From youtu. Please be / uCFbVFvMODI via Matt @YouTube
731,ApexLegends,Irrelevant,Haven I EVER TRIED ENGLISH FILIPINOS!? |SPANISH TYPICALS<unk>.be/uCFbVFvMODI is the
10012,PlayerUnknownsBattlegrounds(PUBG),Negative,"PROFESSIONAL PLAYERS WERE GRINDING DAY AND NIGHT SINCE 2 YEARS AND WHEN THEY ARE ON THE PEAKS OF THEIR CAREER , PUBG GETS BANNED . PUBG BAN DESTROYED DREAMS AND CAREERS OF MANY ESPORTS PLAYERS .  . @narendramodi @PMOIndia @PUBGMOBILE @PUBGMOBILE_IN @EsportsPUBGM"
10012,PlayerUnknownsBattlegrounds(PUBG),Negative,"PROFESSIONAL PLAYERS WERE MINDING DAY AND NIGHT ARE 2 YEARS AND IF YOU ARE ON THE PEAKS OF YOUR CAREERS, PUBG OFFERS. PUBG BAN DESTROYED TRAMS AND CAREERS OF MANY SPORTS PLAYERS... @ narendramodi @ PMOIndia @ PUBGMOBILE @ PUBGMOBILE _ IN @ EsportsPUBGM"
10012,PlayerUnknownsBattlegrounds(PUBG),Negative,"PROFESSIONAL PLAYERS OF THEIR CAREER, PUBG GETS BANNED. PUBG BAN DESTROYED DREAMS AND CARERS OF MANY CORTS PLAYERS... @ narendramodi @ PMOIndia @ PUBGMOE _ IN @ EBGMOE"
10012,PlayerUnknownsBattlegrounds(PUBG),Negative,PROFESSIONAL PLAYERS WERE GRINDING DOWN BY NIGHT SINCE 2 YEARS BEFORE WHEN THEY ARE ON THE PEAKS OF THEIR BACK THE PUBG GETS BANNED FOR PUBG BAN TS AND AND CAREERS OF MANY ESPORTS PLAYERS. . @narendramodi @PMOIndia @PUBGMOBILE @PUBGMOBILE_IN @EsportsPUBGM
10012,PlayerUnknownsBattlegrounds(PUBG),Negative,"PROFESSIONAL PLAYERS WERE GRINDING OF DAY AND THE NIGHT SINCE 2 YEARS... AND AND WHEN THEY ARE UP ON THE PEAKS OF THEIR CAREER, PUBG GETS BANNED. PUBG and BAN DESTROYED DREAMS AND CAREERS OF MANY ESPORTS OF PLAYERS.. @narendramodi under @PMOIndia for @PUBGMOBILE or @PUBGMOBILE_IN @EsportsPUBGM"
10012,PlayerUnknownsBattlegrounds(PUBG),Negative,"AS PLAYERS WERE GRINDING DAY THE NIGHT SINCE 2 stars AND WHEN THEY ARE ON REAL PEAKS OF THEIR CAREER, PUBG GETS BANNED. PUBG BAN IT IN WITH INFORMATION to US ESPORTS PLAYERS.. @narendramodi @PMOIndia @PUBGMOBILE @PUBGMOBILE_IN @EsportsPUBGM"
10049,PlayerUnknownsBattlegrounds(PUBG),Irrelevant, . Modi's website isn't safe then who is safe here? pic.twitter.com/rozNOz3agy
10049,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"Modi's website isn't safe, who's safe here? pic.twitter.com / rozNOz3agy"
10049,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"Modi's website is not safe, then who is safe here? pic.net.com / rozNOz3agy"
10049,PlayerUnknownsBattlegrounds(PUBG),Irrelevant, . Modi's website isn't safe then who is safe here? pic.twitter.com/rozNOz3agy
10049,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,CS  . Modi's website isn't safe then who is safe here? pic.twitter.com/rozNOz3agy
10064,PlayerUnknownsBattlegrounds(PUBG),Negative,"@narendramodi . You haven'tbanned the most important app from China.. Whose name is ""Pubg"". Through this ""Pubg app"", China is earning crores of rupees from the people of India.. Why this app is not closed? Do you want to give this billions of Rs. to China as an earning opportunity ?"
10064,PlayerUnknownsBattlegrounds(PUBG),Negative,"@ narendramodi. You have not banned the most important app from China yet.. Whose name is ""Pubg."" Through this ""Pubg app,"" China earns vast sums of rupees from the people of India.. Why is this app not closed? Do you want to give these billions of rupees to China as a earning opportunity?"
10064,PlayerUnknownsBattlegrounds(PUBG),Negative,"@ narendramodi. You haven't banned the most important app from China.. Whose name is ""Pubg."" With this ""Pubg app"" China earns pennies from the people of India.. Why isn't this app closed? Do you want to give this billion rupees to China as an opportunity to make money?"
10064,PlayerUnknownsBattlegrounds(PUBG),Negative,"@narendramodi. You haven'tbanned one most important app from China.. Whose name is ""Pubg"". Through this ""Pubg app"", technology is blowing crores of rupees but misleading people of India.. Why this app is not closed? Do you want to use this billions of Rs. to China as an earning opportunity?"
10064,PlayerUnknownsBattlegrounds(PUBG),Negative,"@narendramodi. You haven'tbanned the most important smart app app from China.. Whose name is "" Pubg "". Through all this "" Pubg app "", as China is earning crores of rupees from the people of India.. Why this app is not closed? Why Do you want to give this billions share of extra Rs. 30 to to China as in an earning opportunity?"
10068,PlayerUnknownsBattlegrounds(PUBG),Negative,@narendramodi  please sir i request you please Ban the PUBG MOBILE game please sir... . I request ban that game .  please
10068,PlayerUnknownsBattlegrounds(PUBG),Negative,@ narendramodi please sir please please ban the PUBG MOBILE game please sir.... please ban that game. please
10068,PlayerUnknownsBattlegrounds(PUBG),Negative,@ narendramodi please sir i request you please Ban the PUBG MOE game please sir.... I request ban that game. please
10068,PlayerUnknownsBattlegrounds(PUBG),Negative,@narendramodi  s sir i request you please remove the deadly MOBILE game please sir.... I request ban that game.  please
10068,PlayerUnknownsBattlegrounds(PUBG),Negative,GO @narendramodi please sir i request f you 2 please stop Ban from the PUBG 1 MOBILE game please sir.... I request ban that game. please
10068,PlayerUnknownsBattlegrounds(PUBG),Negative,@narendramodi free sir i see you please Ban<unk> PUBG MOBILE game please sir.... I need ban of game. please
10178,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,Modi nd his Govt have no guts to ban any of these Chinese app.. Citizen of India should Ban Modi Govts misconduct!!. Beware of Shameless and Selective Deshbhakti!!!
10178,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,Modi and his government do not have the courage to ban any of these Chinese apps. Indian citizens should ban Modi Govt's misconduct!!. Beware of shameless and selective deshbhakti!!!
10178,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,Modi and his Govts have no right to ban any of these Chinese apps.. Citizen of India should ban Modi Govts!!! Beware the Reckless and Selective Deshbhai!!!
10178,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,Modi nd his Govt have no guts b ban anyone of their Chinese etc Citizen of India should Ban Modi Govts misconduct!!. Beware of Shameless and Selective Deshbhakti!!!
10178,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,Modi nd his parents Govt have no the guts to ban any some of these in Chinese app.. Citizen of India should ever Ban Modi under Govts misconduct!!. Beware Dragons of Shameless Language and Other Selective Deshbhakti!!!
10178,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,du nd his parents have no guts to serve us one these corrupt app.. Citizen of China should Ban Modi Govts misconduct!!. Beware of Shameless and Selective Deshbhakti!!!
10235,PlayerUnknownsBattlegrounds(PUBG),Negative,Indian govt bans PUBG and other various commodities.
10266,PlayerUnknownsBattlegrounds(PUBG),Negative,@PMOIndia @narendramodi @AmitShah @HMOIndia .  . Pubg should be banned in india. Because of Many of the students distracted with their aim and the second reason is that some part of the Profit of pubg goes to china ...  
10266,PlayerUnknownsBattlegrounds(PUBG),Negative,@ PMOIndia @ narendramodi @ AmitShah @ HMOIndia.. Pubg should be banned in India. Because many of the students are distracted with their goal and the second reason is that part of the profit from Pubg goes to China...
10266,PlayerUnknownsBattlegrounds(PUBG),Negative,@ PMOIndia @ narendramodi @ AmitShah @ HMOIndia.. Pubg should be banned in India. Because of Many of the students with their aim and the second reason is that some part of the Profit of pubg goes to China...
10266,PlayerUnknownsBattlegrounds(PUBG),Negative,@PMOIndia @narendramodi @AmitShah @HMOIndia. . Pubg should be banned across india. Because of Many of the critics distracted with their aim and the second reason is to some part on the Profit of pubg goes on china...
10266,PlayerUnknownsBattlegrounds(PUBG),Negative,@PMOIndia @narendramodi @AmitShah @HMOIndia.. Pubg should be never banned completely in india. Because all of Many of the students distracted people with their aim and reason the second reason is namely that some less part of preventing the Profit contribution of pubg goes up to china...
10266,PlayerUnknownsBattlegrounds(PUBG),Negative,@PMOIndia @narendramodi @AmitShah @HMOIndia.. it must be banned via india. Fear of Many of the people stuck with their school and the second reason says that some part of and Profit of pubg goes to china...
10267,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"When Chinese first took our land, Modi banned 59 apps. Ironically, some of these were used by BJP for their 2019 Lok Sabha campaign.. . Now as Chinese occupy more land,more apps banned.. . Modi is exactly like his ITcell too cowardly to take a stand in real life. .  .  "
10267,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"When the Chinese first took over our country, Modi banned 59 apps. Ironically, some of them were used by the BJP for their 2019 Lok Sabha campaign... Now that the Chinese are occupying more land, more apps are being banned... Modi, like his ITcell, is too cowardly to take a stand in real life..."
10267,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"When the Chinese first took over our land, Modi banned 59 apps."
10267,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"When Chinese companies took our land, Modi banned 59 apps. Interestingly, some of these remained used by BJP conducting their 2019 Lok Sabha campaign... Now as Chinese occupy more land,more apps banned... Modi is failing like his ITcell too cowardly to take a stand in national life.. ."
10267,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"When Chinese first took our tribal land, Modi banned 59 apps. Ironically, some of these were used by BJP for their 2019 UK Lok Sabha presidential campaign... i Now as the Chinese occupy more their land, more apps banned... Modi is not exactly not like his old ITcell too cowardly to either take a stand in real life..."
10267,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"The Mandarin first took our land, Modi banned 59 apps. Ironically, some like it were used by BJP to their 2019 Lok Sabha campaign... So as Chinese occupy Pakistan territory,more apps banned... Modi becomes exactly like his ITcell too cowardly to take a bullet in real life..."
10354,PlayerUnknownsBattlegrounds(PUBG),Neutral,@NikhileshChanu @PMOIndia @narendramodi @MahendraJeet_ . Govt of India bans 59 Chinese apps including Tiktok.. . Meanwhile Paytm & PUBG be like :.  .  .   
10354,PlayerUnknownsBattlegrounds(PUBG),Neutral,"@ NikhileshChanu @ PMOIndia @ narendramodi @ MahendraJeet _. The Indian government bans 59 Chinese apps, including Tiktok.. Meanwhile, Paytm & PUBG will look like this:..."
10354,PlayerUnknownsBattlegrounds(PUBG),Neutral,@ NikhileshChanu @ PMOIndia @ narendramodi @ MahendraJeet _.
10354,PlayerUnknownsBattlegrounds(PUBG),Neutral,@NikhileshChanu.. @PMOIndia @narendramodi. Govt of India bans 59 Twitter apps including Tiktok... Meanwhile Paytm & PUBG are like :. <unk> .
10354,PlayerUnknownsBattlegrounds(PUBG),Neutral,ST @NikhileshChanu @PMOIndia SC @narendramodi PS @MahendraJeet_. the Govt of India bans about 59 North Chinese apps including their Tiktok... as Meanwhile Paytm & PUBG be modified like :...
10354,PlayerUnknownsBattlegrounds(PUBG),Neutral,@NikhileshChanu @PMOIndia @narendramodi 5. Govt<unk> India dropped 59 Chinese articles by Tiktok... can Paytm & PUBG be down :...
3447,Facebook,Neutral,"No Youtube,no Facebook,no Instagram in China .Now china saying that india vialoted WTO rules.. @ChinaDaily @narendramodi"
3447,Facebook,Neutral,"No YouTube, no Facebook, no Instagram in China. Now China says India has violated WTO rules. @ ChinaDaily @ narendramodi"
3447,Facebook,Neutral,"No Youtube, no Facebook, no Instagram in China. Now China saying that India vialotated WTO rules.. @ ChinaDaily @ narendramodi"
3447,Facebook,Neutral,"No Youtube, since no Facebook, so no Instagram in mainland China. and Now china tiles saying that india vialoted WTO rules.. This @ChinaDaily or @narendramodi"
3447,Facebook,Neutral,"at Youtube,no Facebook,no Instagram My Asia.Now china saying that you accepted WTO rules.. @ChinaDaily @narendramodi"
5032,GrandTheftAuto(GTA),Negative,"The whole country of Russia is a poorly programmed, modified GTA game and you cannot convince me otherwise"
3840,Cyberpunk2077,Neutral,"Cyberpunk 2077 is an open-world, action-adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification.. .  "
3840,Cyberpunk2077,Neutral,"Cyberpunk 2077 is an open-world action adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification..."
